"","SampleID","time"
"1","gI_1",12.549873098731
"2","gI_2",6.31356118619442
"3","gI_3",9.37201222591102
"4","gI_4",8.45972511917353
"5","gI_5",4.66092656739056
"6","gI_6",8.8816154524684
"7","gI_7",19.104775859043
"8","gI_8",7.22662064060569
"9","gI_9",13.2379342485219
"10","gI_10",9.18831342458725
"11","gI_11",7.88907902687788
"12","gI_12",23.0979340933263
"13","gI_13",15.2775144986808
"14","gI_14",22.2038821801543
"15","gI_15",16.554761108011
"16","gI_16",4.46566945686936
"17","gI_17",0.789580307900906
"18","gI_18",16.3445448204875
"19","gI_19",2.96972153708339
"20","gI_20",22.7943381853402
"21","gI_21",11.7732496429235
"22","gI_22",10.2737728692591
"23","gI_23",4.5640609357506
"24","gI_24",3.4312193132937
"25","gI_25",6.94687024690211
"26","gI_26",17.6306074373424
"27","gI_27",10.3279707860202
"28","gI_28",22.9335577972233
"29","gI_29",6.7360552623868
"30","gI_30",20.2959761805832
